Time,Production
2007-07-31,20.8730
2007-08-01,20.8269
2007-08-02,20.9340
2007-08-03,20.9646
2007-08-04,20.8755
2007-08-05,20.8586
2007-08-06,20.7058
2007-08-07,20.7838
2007-08-08,20.7565
2007-08-09,20.6341
2007-08-10,20.6615
2007-08-11,20.8322
2007-08-12,20.7066
2007-08-13,20.8402
2007-08-14,20.6129
2007-08-15,21.0124
2007-08-16,21.3949
2007-08-17,21.0792
2007-08-18,20.8359
2007-08-19,20.8573
2007-08-20,20.9773
2007-08-21,20.7541
2007-08-22,20.7048
2007-08-23,20.6673
2007-08-24,20.5772
2007-08-25,20.5854
2007-08-26,20.4939
2007-08-27,20.2368
2007-08-28,20.3788
2007-08-29,20.3860
2007-08-30,20.4015
2007-08-31,20.5267
2007-09-01,20.7161
2007-09-02,20.8253
2007-09-03,20.6493
2007-09-04,20.6913
2007-09-05,20.6471
2007-09-06,21.0278
2007-09-07,21.0122
2007-09-08,21.0855
2007-09-09,20.5138
2007-09-10,20.4862
2007-09-11,20.5592
2007-09-12,20.2083
2007-09-13,20.2534
2007-09-14,20.3579
2007-09-15,20.3315
2007-09-16,20.5533
2007-09-17,20.3755
2007-09-18,20.4604
2007-09-19,20.2089
2007-09-20,20.1179
2007-09-21,20.2260
2007-09-22,20.2389
2007-09-23,20.2653
2007-09-24,20.4201
2007-09-25,20.2940
2007-09-26,20.4063
2007-09-27,20.5323
2007-09-28,20.8360
2007-09-29,20.4913
2007-09-30,20.6702
2007-10-01,20.7886
2007-10-02,20.7638
2007-10-03,20.7110
2007-10-04,20.9602
2007-10-05,21.1080
2007-10-06,20.4699
2007-10-07,20.2469
2007-10-08,19.9518
2007-10-09,19.9397
2007-10-10,19.8351
2007-10-11,19.6357
2007-10-12,19.5995
2007-10-13,19.3774
2007-10-14,19.3127
2007-10-15,19.3664
2007-10-16,19.4167
2007-10-17,19.4581
2007-10-18,19.6141
2007-10-19,19.5835
2007-10-20,19.9925
2007-10-21,20.2871
2007-10-22,20.4873
2007-10-23,20.2906
2007-10-24,20.0138
2007-10-25,20.1316
2007-10-26,19.9220
2007-10-27,19.6974
2007-10-28,19.5154
2007-10-29,19.5415
2007-10-30,19.6295
2007-10-31,20.3676
2007-11-01,20.0904
2007-11-02,19.9523
2007-11-03,19.9730
2007-11-04,20.0205
2007-11-05,19.9861
2007-11-06,19.8327
2007-11-07,19.8152
2007-11-08,19.7509
2007-11-09,19.7239
2007-11-10,19.7914
2007-11-11,19.6750
2007-11-12,19.6091
2007-11-13,19.7286
2007-11-14,19.9940
2007-11-15,20.0046
2007-11-16,19.9496
2007-11-17,19.8444
2007-11-18,20.3317
2007-11-19,20.2723
2007-11-20,20.5093
2007-11-21,20.3504
2007-11-22,19.0683
2007-11-23,19.2659
2007-11-24,19.1369
2007-11-25,19.2818
2007-11-26,19.0657
2007-11-27,19.3089
2007-11-28,19.7734
2007-11-29,20.6963
2007-11-30,19.5325
2007-12-01,20.2756
2007-12-02,20.0284
2007-12-03,19.9439
2007-12-04,19.4792
2007-12-05,19.0782
2007-12-06,19.0581
2007-12-07,19.1064
2007-12-08,18.2514
2007-12-09,19.3777
2007-12-10,19.5309
2007-12-11,18.2370
2007-12-12,16.3532
2007-12-13,13.2996
2007-12-14,13.0628
2007-12-15,12.5627
2007-12-16,12.2106
2007-12-17,12.6685
2007-12-18,12.2919
2007-12-19,12.5290
2007-12-20,12.5841
2007-12-21,12.4330
2007-12-22,12.6048
2007-12-23,12.6040
2007-12-24,12.9250
2007-12-25,13.1281
2007-12-26,13.6353
2007-12-27,15.8136
2007-12-28,16.3346
2007-12-29,16.5636
2007-12-30,16.0280
2007-12-31,15.5814
2008-01-01,15.8561
2008-01-02,17.0199
2008-01-03,16.9514
2008-01-04,17.0074
2008-01-05,17.3508
2008-01-06,17.3059
2008-01-07,17.2349
2008-01-08,18.0062
2008-01-09,18.4978
2008-01-10,18.6453
2008-01-11,18.5428
2008-01-12,18.3664
2008-01-13,18.0674
2008-01-14,18.6033
2008-01-15,18.4244
2008-01-16,18.3619
2008-01-17,18.7504
2008-01-18,18.7968
2008-01-19,18.5792
2008-01-20,18.6714
2008-01-21,18.5838
2008-01-22,17.9122
2008-01-23,18.4998
2008-01-24,18.8909
2008-01-25,18.4036
2008-01-26,18.6835
2008-01-27,18.1442
2008-01-28,17.9817
2008-01-29,18.0197
2008-01-30,18.2388
2008-01-31,18.8152
2008-02-01,18.2028
2008-02-02,18.0307
2008-02-03,18.1887
2008-02-04,18.6350
2008-02-05,18.5868
2008-02-06,18.8929
2008-02-07,18.5929
2008-02-08,18.8502
2008-02-09,18.3442
2008-02-10,18.3976
2008-02-11,18.6695
2008-02-12,18.8093
2008-02-13,18.5947
2008-02-14,18.1598
2008-02-15,18.2130
2008-02-16,18.5757
2008-02-17,18.7217
2008-02-18,18.8773
2008-02-19,18.9533
2008-02-20,18.4291
2008-02-21,18.1573
2008-02-22,18.2815
2008-02-23,18.7930
2008-02-24,19.2837
2008-02-25,18.2215
2008-02-26,18.1713
2008-02-27,18.2207
2008-02-28,18.7968
2008-02-29,18.6710
2008-03-01,19.0282
2008-03-02,19.5189
2008-03-03,18.4983
2008-03-04,18.1077
2008-03-05,18.2586
2008-03-06,18.6199
2008-03-07,18.5645
2008-03-08,18.3884
2008-03-09,18.8633
2008-03-10,18.2723
2008-03-11,18.1690
2008-03-12,18.5915
2008-03-13,18.5289
2008-03-14,18.4564
2008-03-15,18.6552
2008-03-16,18.8426
2008-03-17,18.7694
2008-03-18,18.0390
2008-03-19,18.6142
2008-03-20,18.7862
2008-03-21,18.7469
2008-03-22,18.5435
2008-03-23,18.5743
2008-03-24,18.6611
2008-03-25,18.8467
2008-03-26,18.9751
2008-03-27,18.3149
2008-03-28,17.9383
2008-03-29,18.0098
2008-03-30,18.5086
2008-03-31,18.3633
2008-04-01,18.3557
2008-04-02,18.4551
2008-04-03,18.4358
2008-04-04,18.5467
2008-04-05,18.6621
2008-04-06,18.8281
2008-04-07,18.9228
2008-04-08,18.7137
2008-04-09,18.6153
2008-04-10,18.8497
2008-04-11,18.9902
2008-04-12,18.6771
2008-04-13,18.6736
2008-04-14,18.4192
2008-04-15,18.1856
2008-04-16,19.0707
2008-04-17,18.6701
2008-04-18,18.5754
2008-04-19,18.4834
2008-04-20,18.8250
2008-04-21,18.7426
2008-04-22,18.5554
2008-04-23,18.7456
2008-04-24,18.8962
2008-04-25,18.8125
2008-04-26,18.9073
2008-04-27,18.9685
2008-04-28,18.7893
2008-04-29,18.8347
2008-04-30,18.7924
2008-05-01,18.9044
2008-05-02,18.8035
2008-05-03,18.7191
2008-05-04,18.7011
2008-05-05,18.7646
2008-05-06,18.6616
2008-05-07,18.6761
2008-05-08,18.6137
2008-05-09,18.5537
2008-05-10,18.8464
2008-05-11,18.6110
2008-05-12,18.8319
2008-05-13,18.6232
2008-05-14,18.4760
2008-05-15,18.7319
2008-05-16,18.5396
2008-05-17,18.6856
2008-05-18,18.7727
2008-05-19,18.5866
2008-05-20,18.6726
2008-05-21,18.5002
2008-05-22,18.3057
2008-05-23,18.1952
2008-05-24,18.1444
2008-05-25,18.1727
2008-05-26,18.7583
2008-05-27,18.7929
2008-05-28,18.7062
2008-05-29,18.6817
2008-05-30,18.5257
2008-05-31,18.4394
2008-06-01,18.5659
2008-06-02,18.7244
2008-06-03,18.5839
2008-06-04,18.6232
2008-06-05,18.5804
2008-06-06,19.1603
2008-06-07,18.6072
2008-06-08,19.0019
2008-06-09,19.4385
2008-06-10,19.3553
2008-06-11,19.2926
2008-06-12,19.4021
2008-06-13,19.4793
2008-06-14,18.8517
2008-06-15,18.3287
2008-06-16,18.3082
2008-06-17,18.4731
2008-06-18,18.1925
2008-06-19,18.2545
2008-06-20,18.2120
2008-06-21,18.2251
2008-06-22,18.2356
2008-06-23,18.1689
2008-06-24,18.1792
2008-06-25,18.2354
2008-06-26,18.4507
2008-06-27,18.6790
2008-06-28,18.5584
2008-06-29,19.3819
2008-06-30,19.7816
2008-07-01,19.2697
2008-07-02,19.3383
2008-07-03,19.6383
2008-07-04,19.9068
2008-07-05,19.5541
2008-07-06,19.2813
2008-07-07,19.6092
2008-07-08,19.4346
2008-07-09,19.5528
2008-07-10,19.0594
2008-07-11,19.3700
2008-07-12,19.9357
2008-07-13,19.2554
2008-07-14,19.7340
2008-07-15,20.3469
2008-07-16,19.6774
2008-07-17,19.6870
2008-07-18,19.8274
2008-07-19,19.7723
2008-07-20,19.4861
2008-07-21,19.7420
2008-07-22,19.8914
2008-07-23,19.6970
2008-07-24,20.0655
2008-07-25,19.3892
2008-07-26,19.5970
2008-07-27,19.5578
2008-07-28,19.7578
2008-07-29,19.6330
2008-07-30,19.4698
2008-07-31,19.5808
2008-08-01,19.6958
2008-08-02,19.349
2008-08-03,19.1639
2008-08-04,19.2188
2008-08-05,19.0483
2008-08-06,19.4134
2008-08-07,19.5680
2008-08-08,19.2729
2008-08-09,19.1980
2008-08-10,19.1822
2008-08-11,19.2233
2008-08-12,19.6996
2008-08-13,19.5058
2008-08-14,19.5410
2008-08-15,18.8896
2008-08-16,19.0420
2008-08-17,18.8911
2008-08-18,19.3660
2008-08-19,18.6980
2008-08-20,19.0198
2008-08-21,19.2641
2008-08-22,19.3071
2008-08-23,19.3665
2008-08-24,19.3830
2008-08-25,19.2804
2008-08-26,19.2688
2008-08-27,19.3742
2008-08-28,19.4372
2008-08-29,19.3760
2008-08-30,19.4743
2008-08-31,19.6311
2008-09-01,19.3097
2008-09-02,19.3796
2008-09-03,19.3637
2008-09-04,18.7975
2008-09-05,19.4165
2008-09-06,19.4562
2008-09-07,19.5710
2008-09-08,19.3562
2008-09-09,19.5956
2008-09-10,19.7169
2008-09-11,19.4110
2008-09-12,19.5825
2008-09-13,19.7395
2008-09-14,19.5892
2008-09-15,19.4009
2008-09-16,19.5102
2008-09-17,18.5720
2008-09-18,18.9309
2008-09-19,19.0728
2008-09-20,19.2192
2008-09-21,18.9717
2008-09-22,18.3554
2008-09-23,18.3029
2008-09-24,18.3627
2008-09-25,18.5010
2008-09-26,18.6403
2008-09-27,18.6471
2008-09-28,18.6861
2008-09-29,18.8661
2008-09-30,18.6634
2008-10-01,18.5834
2008-10-02,18.7837
2008-10-03,18.5205
2008-10-04,18.6073
2008-10-05,19.1040
2008-10-06,19.4365
2008-10-07,18.9360
2008-10-08,18.9785
2008-10-09,18.7123
2008-10-10,16.2857
2008-10-11,15.4762
2008-10-12,30.8169
2008-10-13,32.1020
2008-10-14,34.0457
2008-10-15,33.3229
2008-10-16,36.5862
2008-10-17,34.5684
2008-10-18,35.0715
2008-10-19,30.4869
2008-10-20,30.5525
2008-10-21,33.3282
2008-10-22,33.2858
2008-10-23,32.8066
2008-10-24,32.7689
2008-10-25,32.8513
2008-10-26,32.3040
2008-10-27,34.1207
2008-10-28,33.6137
2008-10-29,34.3017
2008-10-30,34.1150
2008-10-31,34.0518
2008-11-01,33.1965
2008-11-02,33.2350
2008-11-03,33.0592
2008-11-04,32.9977
2008-11-05,32.1047
2008-11-06,32.5641
2008-11-07,32.3176
2008-11-08,32.6370
2008-11-09,32.7764
2008-11-10,32.2483
2008-11-11,32.5147
2008-11-12,33.1327
2008-11-13,32.8990
2008-11-14,33.4916
2008-11-15,33.3760
2008-11-16,33.3513
2008-11-17,33.2981
2008-11-18,33.4940
2008-11-19,33.7357
2008-11-20,33.6018
2008-11-21,33.6499
2008-11-22,33.5960
2008-11-23,33.4998
2008-11-24,33.9073
2008-11-25,33.9954
2008-11-26,34.1158
2008-11-27,33.4197
2008-11-28,33.4236
2008-11-29,33.4756
2008-11-30,33.3634
2008-12-01,33.5903
2008-12-02,33.1153
2008-12-03,33.0971
2008-12-04,32.9266
2008-12-05,33.3089
2008-12-06,33.2320
2008-12-07,32.8291
2008-12-08,32.7713
2008-12-09,23.5593
2008-12-10,24.6044
2008-12-11,26.3024
2008-12-12,26.4084
2008-12-13,27.4393
2008-12-14,31.0522
2008-12-15,31.8569
2008-12-16,31.3610
2008-12-17,31.2842
2008-12-18,31.8567
2008-12-19,31.7603
2008-12-20,31.9836
2008-12-21,32.2048
2008-12-22,31.5718
2008-12-23,32.0098
2008-12-24,31.4454
2008-12-25,31.5134
2008-12-26,31.7841
2008-12-27,31.0344
2008-12-28,31.5791
2008-12-29,31.0814
2008-12-30,31.6678
2008-12-31,31.3383
2009-01-01,31.2194
2009-01-02,30.9411
2009-01-03,31.1535
2009-01-04,30.7687
2009-01-05,30.8170
2009-01-06,30.8837
2009-01-07,30.8353
2009-01-08,30.7104
2009-01-09,31.4098
2009-01-10,32.3016
2009-01-11,32.6620
2009-01-12,32.0148
2009-01-13,31.2955
2009-01-14,31.5506
2009-01-15,31.8139
2009-01-16,32.4335
2009-01-17,32.0622
2009-01-18,32.1515
2009-01-19,32.3636
2009-01-20,32.4590
2009-01-21,32.4243
2009-01-22,32.3178
2009-01-23,32.2826
2009-01-24,32.3150
2009-01-25,32.1166
2009-01-26,32.3075
2009-01-27,32.9350
2009-01-28,32.0516
2009-01-29,32.1166
2009-01-30,31.8882
2009-01-31,32.0136
2009-02-01,31.9063
2009-02-02,31.9544
2009-02-03,32.2872
2009-02-04,31.7541
2009-02-05,31.8214
2009-02-06,32.3740
2009-02-07,32.3553
2009-02-08,32.0978
2009-02-09,32.4347
2009-02-10,32.3596
2009-02-11,32.0915
2009-02-12,32.2760
2009-02-13,32.2382
2009-02-14,32.3016
2009-02-15,32.4499
2009-02-16,32.4280
2009-02-17,32.1612
2009-02-18,32.3874
2009-02-19,32.2795
2009-02-20,32.2651
2009-02-21,32.3572
2009-02-22,32.4921
2009-02-23,32.0351
2009-02-24,32.4106
2009-02-25,32.3905
2009-02-26,32.5681
2009-02-27,32.7983
2009-02-28,33.3877
2009-03-01,33.0706
2009-03-02,32.6471
2009-03-03,32.3900
2009-03-04,31.9583
2009-03-05,32.0325
2009-03-06,31.6592
2009-03-07,32.0271
2009-03-08,31.8190
2009-03-09,32.0256
2009-03-10,31.5077
2009-03-11,31.0632
2009-03-12,30.3726
2009-03-13,31.0320
2009-03-14,31.0974
2009-03-15,31.3482
2009-03-16,31.6463
2009-03-17,31.6286
2009-03-18,31.7991
2009-03-19,31.9228
2009-03-20,32.1035
2009-03-21,32.1362
2009-03-22,31.9886
2009-03-23,32.2721
2009-03-24,32.0990
2009-03-25,32.3532
2009-03-26,32.1078
2009-03-27,31.5010
2009-03-28,31.3746
2009-03-29,31.5830
2009-03-30,31.8931
2009-03-31,31.7483
2009-04-01,31.7351
2009-04-02,31.7247
2009-04-03,31.8959
2009-04-04,31.8461
2009-04-05,32.0162
2009-04-06,31.9214
2009-04-07,32.0114
2009-04-08,32.2681
2009-04-09,32.0368
2009-04-10,32.8005
2009-04-11,31.8200
2009-04-12,32.2517
2009-04-13,29.9169
2009-04-14,32.1362
2009-04-15,32.4867
2009-04-16,32.5508
2009-04-17,32.5739
2009-04-18,32.0538
2009-04-19,32.4646
2009-04-20,32.0976
2009-04-21,32.3500
2009-04-22,31.7206
2009-04-23,32.5146
2009-04-24,32.2047
2009-04-25,32.7691
2009-04-26,33.1377
2009-04-27,33.4498
2009-04-28,32.9861
2009-04-29,33.0714
2009-04-30,33.4153
2009-05-01,32.4378
2009-05-02,32.4540
2009-05-03,33.1889
2009-05-04,33.2684
2009-05-05,33.1221
2009-05-06,32.7954
2009-05-07,33.2504
2009-05-08,33.0861
2009-05-09,33.2301
2009-05-10,33.1002
2009-05-11,33.3596
2009-05-12,31.9024
2009-05-13,31.4167
2009-05-14,30.2149
2009-05-15,28.9293
2009-05-16,23.9518
2009-05-17,23.2844
2009-05-18,23.0029
2009-05-19,23.2941
2009-05-20,23.4045
2009-05-21,23.9733
2009-05-22,23.9331
2009-05-23,24.4600
2009-05-24,23.8888
2009-05-25,23.6246
2009-05-26,23.3620
2009-05-27,23.9565
2009-05-28,24.4844
2009-05-29,23.9914
2009-05-30,24.1132
2009-05-31,23.7430
2009-06-01,23.5379
2009-06-02,23.6877
2009-06-03,24.2454
2009-06-04,24.4690
2009-06-05,24.3715
2009-06-06,24.4653
2009-06-07,24.6578
2009-06-08,24.4357
2009-06-09,24.0779
2009-06-10,24.2618
2009-06-11,24.1790
2009-06-12,24.5109
2009-06-13,23.3715
2009-06-14,24.5884
2009-06-15,23.2892
2009-06-16,22.7917
2009-06-17,23.4929
2009-06-18,23.3592
2009-06-19,23.4981
2009-06-20,22.7208
2009-06-21,23.2094
2009-06-22,23.5381
2009-06-23,23.4951
2009-06-24,23.1043
2009-06-25,23.5085
2009-06-26,22.9191
2009-06-27,24.0496
2009-06-28,24.2805
2009-06-29,24.3050
2009-06-30,24.1084
2009-07-01,23.7041
2009-07-02,24.0406
2009-07-03,24.3348
2009-07-04,24.0138
2009-07-05,24.1206
2009-07-06,24.3749
2009-07-07,24.2016
2009-07-08,23.9700
2009-07-09,24.2587
2009-07-10,25.0532
2009-07-11,24.1634
2009-07-12,23.8767
2009-07-13,23.8668
2009-07-14,23.7327
2009-07-15,24.0729
2009-07-16,24.0997
2009-07-17,24.3489
2009-07-18,24.5657
2009-07-19,24.3318
2009-07-20,24.4627
2009-07-21,24.0945
2009-07-22,24.4693
2009-07-23,24.5458
2009-07-24,24.7553
2009-07-25,24.8054
2009-07-26,24.9509
2009-07-27,24.4115
2009-07-28,23.2339
2009-07-29,24.7368
2009-07-30,24.5994
2009-07-31,24.1374
2009-08-01,24.7544
2009-08-02,24.5723
2009-08-03,24.6043
2009-08-04,24.4260
2009-08-05,24.3139
2009-08-06,24.4523
2009-08-07,24.3241
2009-08-08,24.0118
2009-08-09,24.4814
2009-08-10,24.8015
2009-08-11,24.6096
2009-08-12,24.7301
2009-08-13,24.7032
2009-08-14,24.5900
2009-08-15,24.6222
2009-08-16,24.6495
2009-08-17,24.4631
2009-08-18,24.5332
2009-08-19,24.4876
2009-08-20,24.8570
2009-08-21,24.7050
2009-08-22,24.5649
2009-08-23,24.7657
2009-08-24,24.8634
2009-08-25,24.6973
2009-08-26,24.7691
2009-08-27,24.7480
2009-08-28,25.0176
2009-08-29,24.9970
2009-08-30,24.9859
2009-08-31,24.4456
2009-09-01,24.5950
2009-09-02,24.6864
2009-09-03,24.8681
2009-09-04,25.0629
2009-09-05,24.8152
2009-09-06,25.0535
2009-09-07,24.8707
2009-09-08,24.8275
2009-09-09,24.5994
2009-09-10,24.4153
2009-09-11,25.1464
2009-09-12,25.3312
2009-09-13,25.1277
2009-09-14,24.9952
2009-09-15,24.9298
2009-09-16,24.9730
2009-09-17,24.8046
2009-09-18,24.7019
2009-09-19,25.0974
2009-09-20,25.1620
2009-09-21,24.9096
2009-09-22,24.8371
2009-09-23,24.8415
2009-09-24,25.0086
2009-09-25,25.3214
2009-09-26,25.1753
2009-09-27,24.8606
2009-09-28,25.0658
2009-09-29,24.9323
2009-09-30,25.1026
2009-10-01,25.1434
2009-10-02,25.1983
2009-10-03,25.1975
2009-10-04,25.0999
2009-10-05,24.9045
2009-10-06,24.9594
2009-10-07,24.7885
2009-10-08,24.7762
2009-10-09,24.5042
2009-10-10,24.5773
2009-10-11,24.2973
2009-10-12,24.6496
2009-10-13,24.6864
2009-10-14,25.0322
2009-10-15,24.8064
2009-10-16,24.3858
2009-10-17,24.6285
2009-10-18,24.4929
2009-10-19,24.6101
2009-10-20,24.3372
2009-10-21,24.5632
2009-10-22,24.5807
2009-10-23,24.7542
2009-10-24,24.9789
2009-10-25,25.0896
2009-10-26,25.0311
2009-10-27,25.407
2009-10-28,24.7691
2009-10-29,24.8738
2009-10-30,25.066
2009-10-31,24.9063
2009-11-01,25.0881
2009-11-02,25.1354
2009-11-03,25.003
2009-11-04,24.7906
2009-11-05,24.4273
2009-11-06,24.4486
2009-11-07,24.5978
2009-11-08,24.7815
2009-11-09,24.826
2009-11-10,24.8738
2009-11-11,25.0443
2009-11-12,24.8707
2009-11-13,24.9171
2009-11-14,25.0163
2009-11-15,24.9947
2009-11-16,25.0536
2009-11-17,24.9773
2009-11-18,24.9065
2009-11-19,24.8161
2009-11-20,24.3478
2009-11-21,24.5338
2009-11-22,24.845
2009-11-23,24.8609
2009-11-24,24.786
2009-11-25,24.7375
2009-11-26,25.0284
2009-11-27,24.7283
2009-11-28,24.6714
2009-11-29,24.7027
2009-11-30,24.5679
2009-12-01,24.3612
2009-12-02,24.2913
2009-12-03,24.6481
2009-12-04,24.1654
2009-12-05,24.1690
2009-12-06,23.9641
2009-12-07,24.0600
2009-12-08,24.1374
2009-12-09,24.8120
2009-12-10,24.7126
2009-12-11,24.9009
2009-12-12,24.9964
2009-12-13,25.1997
2009-12-14,25.3061
2009-12-15,25.5363
2009-12-16,24.6286
2009-12-17,25.1990
2009-12-18,25.4117
2009-12-19,25.1193
2009-12-20,25.1902
2009-12-21,25.3128
2009-12-22,25.0707
2009-12-23,24.6534
2009-12-24,24.6328
2009-12-25,24.5534
2009-12-26,24.1839
2009-12-27,24.8084
2009-12-28,24.9157
2009-12-29,24.9625
2009-12-30,24.7061
2009-12-31,24.5167
2010-01-01,24.8240
2010-01-02,24.7992
2010-01-03,24.5276
2010-01-04,24.8195
2010-01-05,25.2069
2010-01-06,24.9214
2010-01-07,24.9644
2010-01-08,25.0820
2010-01-09,25.1143
2010-01-10,25.1639
2010-01-11,24.9946
2010-01-12,25.0209
2010-01-13,24.9061
2010-01-14,25.1835
2010-01-15,25.1634
2010-01-16,24.7141
2010-01-17,24.4321
2010-01-18,25.1702
2010-01-19,24.7288
2010-01-20,25.3203
2010-01-21,24.8796
2010-01-22,24.2724
2010-01-23,24.2404
2010-01-24,24.4825
2010-01-25,25.1150
2010-01-26,24.8671
2010-01-27,25.2167
2010-01-28,24.8282
2010-01-29,25.0007
2010-01-30,25.1924
2010-01-31,25.0992
2010-02-01,24.9683
2010-02-02,25.4482
2010-02-03,25.2809
2010-02-04,25.4574
2010-02-05,24.9553
2010-02-06,25.1908
2010-02-07,25.3055
2010-02-08,24.9221
2010-02-09,25.0287
2010-02-10,25.0589
2010-02-11,24.6096
2010-02-12,24.4491
2010-02-13,24.3250
2010-02-14,24.7741
2010-02-15,24.4462
2010-02-16,24.6634
2010-02-17,24.6437
2010-02-18,24.9079
2010-02-19,24.6609
2010-02-20,24.7446
2010-02-21,24.6970
2010-02-22,24.7147
2010-02-23,24.8076
2010-02-24,24.9707
2010-02-25,25.0267
2010-02-26,25.0416
2010-02-27,25.1401
2010-02-28,25.5073
2010-03-01,25.4553
2010-03-02,25.4611
2010-03-03,25.5782
2010-03-04,25.6169
2010-03-05,25.8850
2010-03-06,25.8750
2010-03-07,25.0497
2010-03-08,24.4030
2010-03-09,24.2609
2010-03-10,24.6624
2010-03-11,24.9838
2010-03-12,24.6040
2010-03-13,24.3487
2010-03-14,24.6745
2010-03-15,24.8599
2010-03-16,24.9817
2010-03-17,24.9477
2010-03-18,24.9063
2010-03-19,24.9396
2010-03-20,25.1048
2010-03-21,25.1038
2010-03-22,25.1486
2010-03-23,25.1714
2010-03-24,25.3284
2010-03-25,25.1733
2010-03-26,25.3759
2010-03-27,25.2199
2010-03-28,24.4891
2010-03-29,24.2537
2010-03-30,24.4429
2010-03-31,24.5772
2010-04-01,24.7455
2010-04-02,24.6873
2010-04-03,24.7393
2010-04-04,24.8873
2010-04-05,25.2428
2010-04-06,25.2579
2010-04-07,25.2935
2010-04-08,25.1660
2010-04-09,25.2924
2010-04-10,25.3128
2010-04-11,25.1512
2010-04-12,25.0882
2010-04-13,25.2813
2010-04-14,25.3042
2010-04-15,25.2618
2010-04-16,25.2998
2010-04-17,24.7945
2010-04-18,25.0328
2010-04-19,25.0108
2010-04-20,24.7478
2010-04-21,24.8500
2010-04-22,24.7758
2010-04-23,24.8463
2010-04-24,24.9569
2010-04-25,25.1859
2010-04-26,24.9935
2010-04-27,25.2249
2010-04-28,25.5168
2010-04-29,25.4012
2010-04-30,25.4328
2010-05-01,25.4751
2010-05-02,25.4515
2010-05-03,25.4122
2010-05-04,25.4067
2010-05-05,25.3594
2010-05-06,25.1500
2010-05-07,25.1445
2010-05-08,25.2967
2010-05-09,24.6558
2010-05-10,24.4073
2010-05-11,24.2302
2010-05-12,24.4276
2010-05-13,24.2759
2010-05-14,24.4873
2010-05-15,24.7869
2010-05-16,24.6176
2010-05-17,25.0128
2010-05-18,24.7146
2010-05-19,24.5605
2010-05-20,24.3660
2010-05-21,24.7307
2010-05-22,24.2829
2010-05-23,24.2277
2010-05-24,24.2098
2010-05-25,23.9911
2010-05-26,24.2988
2010-05-27,24.1712
2010-05-28,23.9442
2010-05-29,23.9207
2010-05-30,23.0469
2010-05-31,23.8932
2010-06-01,23.9133
2010-06-02,23.5812
2010-06-03,23.9111
2010-06-04,23.7313
2010-06-05,23.5913
2010-06-06,24.4012
2010-06-07,24.0809
2010-06-08,22.7818
2010-06-09,22.2445
2010-06-10,22.7702
2010-06-11,22.2938
2010-06-12,23.9139
2010-06-13,23.9137
2010-06-14,24.0286
2010-06-15,23.5237
2010-06-16,23.6126
2010-06-17,23.7068
2010-06-18,23.4202
2010-06-19,23.5654
2010-06-20,23.6375
2010-06-21,23.5224
2010-06-22,23.5098
2010-06-23,22.6704
2010-06-24,23.3620
2010-06-25,22.5322
2010-06-26,22.6161
2010-06-27,22.4949
2010-06-28,22.3897
2010-06-29,22.3450
2010-06-30,22.9807
2010-07-01,22.4969
2010-07-02,23.0215
2010-07-03,22.9829
2010-07-04,22.7616
2010-07-05,22.2484
2010-07-06,22.4457
2010-07-07,22.4062
2010-07-08,23.4323
2010-07-09,23.4299
2010-07-10,23.0658
2010-07-11,22.9146
2010-07-12,22.9613
2010-07-13,22.9969
2010-07-14,23.1822
2010-07-15,23.1087
2010-07-16,23.3702
2010-07-17,23.1620
2010-07-18,23.1581
2010-07-19,22.3072
2010-07-20,22.8292
2010-07-21,21.1822
2010-07-22,22.5868
2010-07-23,22.2299
2010-07-24,22.7697
2010-07-25,23.3456
2010-07-26,23.1807
2010-07-27,23.2649
2010-07-28,23.4834
2010-07-29,23.3350
2010-07-30,22.9756
2010-07-31,23.4827
2010-08-01,23.9384
2010-08-02,24.0284
2010-08-03,24.0710
2010-08-04,24.2095
2010-08-05,23.1974
2010-08-06,21.7452
2010-08-07,22.0496
2010-08-08,21.8257
2010-08-09,21.9245
2010-08-10,21.9858
2010-08-11,21.9664
2010-08-12,21.7632
2010-08-13,21.9397
2010-08-14,22.0844
2010-08-15,22.0318
2010-08-16,21.9953
2010-08-17,21.9809
2010-08-18,22.2558
2010-08-19,22.1672
2010-08-20,21.8661
2010-08-21,22.1258
2010-08-22,22.2382
2010-08-23,22.2115
2010-08-24,22.9128
2010-08-25,22.8744
2010-08-26,21.0272
2010-08-27,4.5067
2010-08-28,19.9043
2010-08-29,21.9609
2010-08-30,22.6783
2010-08-31,22.7216
2010-09-01,22.9677
2010-09-02,22.7777
2010-09-03,22.8485
2010-09-04,22.0515
2010-09-05,21.9399
2010-09-06,21.5754
2010-09-07,21.9656
2010-09-08,22.0199
2010-09-09,22.7162
2010-09-10,22.8396
2010-09-11,22.6227
2010-09-12,22.9101
2010-09-13,22.8775
2010-09-14,22.8931
2010-09-15,23.0379
2010-09-16,23.0081
2010-09-17,23.0894
2010-09-18,23.0924
2010-09-19,22.8590
2010-09-20,22.7706
2010-09-21,22.4402
2010-09-22,22.7904
2010-09-23,22.8678
2010-09-24,22.8750
2010-09-25,22.6167
2010-09-26,22.7280
2010-09-27,22.7855
2010-09-28,22.8934
2010-09-29,23.1031
2010-09-30,22.8775
2010-10-01,23.1886
2010-10-02,22.9503
2010-10-03,22.9091
2010-10-04,22.4741
2010-10-05,22.3946
2010-10-06,22.4960
2010-10-07,22.4955
2010-10-08,22.3490
